season,player_api_id,poste_groupe,overall_rating,pct_titularisation,titularisations,matchs_connus,rang_note,rang_temps
2009/2010,74672,Défenseur,71,57.9,22,38,56.0,53.0
2009/2010,37266,Défenseur,71,57.9,22,38,56.0,53.0
2009/2010,33814,Défenseur,70,57.9,22,38,52.0,53.0
2009/2010,29673,Défenseur,73,57.9,22,38,66.0,53.0
2009/2010,109897,Défenseur,66,57.9,22,38,33.0,53.0
2009/2010,39621,Défenseur,78,57.9,22,38,89.0,53.0
2009/2010,26357,Défenseur,75,57.9,22,38,77.0,53.0
2009/2010,33733,Défenseur,74,57.9,22,38,72.0,53.0
2009/2010,42043,Défenseur,59,57.9,22,38,11.0,53.0
2009/2010,39423,Défenseur,64,57.9,22,38,25.0,53.0
2009/2010,30911,Défenseur,84,57.9,22,38,98.0,53.0
2009/2010,32700,Défenseur,61,57.9,22,38,14.0,53.0
2009/2010,38836,Défenseur,76,57.9,22,38,82.0,53.0
2009/2010,41470,Défenseur,75,57.9,22,38,77.0,53.0
2009/2010,25519,Défenseur,60,57.9,22,38,13.0,53.0
2009/2010,30371,Défenseur,76,57.9,22,38,82.0,53.0
2009/2010,30723,Défenseur,88,57.9,22,38,100.0,53.0
2009/2010,25753,Défenseur,67,57.9,22,38,38.0,53.0
2009/2010,25813,Défenseur,67,58.3,21,36,38.0,55.0
2009/2010,18904,Défenseur,67,58.3,21,36,38.0,55.0
2009/2010,37764,Défenseur,74,58.8,20,34,72.0,55.0
2009/2010,11061,Défenseur,62,58.8,20,34,17.0,55.0
2009/2010,27415,Défenseur,67,58.8,20,34,38.0,55.0
2009/2010,40863,Défenseur,61,58.8,20,34,14.0,55.0
2009/2010,27177,Défenseur,63,58.8,20,34,20.0,55.0
2009/2010,115670,Défenseur,62,58.8,20,34,17.0,55.0
2009/2010,29590,Défenseur,68,60.0,18,30,43.0,56.0
2009/2010,88521,Défenseur,74,60.0,18,30,72.0,56.0
2009/2010,121716,Défenseur,72,60.5,23,38,62.0,56.0
2009/2010,93350,Défenseur,52,60.5,23,38,2.0,56.0
2009/2010,40022,Défenseur,73,60.5,23,38,66.0,56.0
2009/2010,25984,Défenseur,82,60.5,23,38,96.0,56.0
2009/2010,24212,Défenseur,67,60.5,23,38,38.0,56.0
2009/2010,32661,Défenseur,70,60.5,23,38,52.0,56.0
2009/2010,35472,Défenseur,70,60.5,23,38,52.0,56.0
2009/2010,113762,Défenseur,68,60.5,23,38,43.0,56.0
2009/2010,35467,Défenseur,72,60.5,23,38,62.0,56.0
2009/2010,26354,Défenseur,77,60.5,23,38,86.0,56.0
2009/2010,26216,Défenseur,71,60.5,23,38,56.0,56.0
2009/2010,28907,Défenseur,72,60.5,23,38,62.0,56.0
2009/2010,41016,Défenseur,71,60.5,23,38,56.0,56.0
2009/2010,31291,Défenseur,82,60.5,23,38,96.0,56.0
2009/2010,33992,Défenseur,78,60.5,23,38,89.0,56.0
2009/2010,41120,Défenseur,74,60.5,23,38,72.0,56.0
2009/2010,30509,Défenseur,78,60.5,23,38,89.0,56.0
2009/2010,31454,Défenseur,60,60.5,23,38,13.0,56.0
2009/2010,30635,Défenseur,77,60.5,23,38,86.0,56.0
2009/2010,37508,Défenseur,63,60.5,23,38,20.0,56.0
2009/2010,26287,Défenseur,68,60.5,23,38,43.0,56.0
2009/2010,69805,Défenseur,59,60.7,17,28,11.0,58.0
2009/2010,14642,Défenseur,62,60.7,17,28,17.0,58.0
2009/2010,92507,Défenseur,62,61.1,22,36,17.0,58.0
2009/2010,26498,Défenseur,66,61.8,21,34,33.0,58.0
2009/2010,30879,Défenseur,70,61.8,21,34,52.0,58.0
2009/2010,36000,Défenseur,69,61.8,21,34,47.0,58.0
2009/2010,34045,Défenseur,64,61.8,21,34,25.0,58.0
2009/2010,45872,Défenseur,65,61.8,21,34,29.0,58.0
2009/2010,26683,Défenseur,66,61.8,21,34,33.0,58.0
2009/2010,39643,Défenseur,73,63.2,24,38,66.0,59.0
2009/2010,25131,Défenseur,67,63.2,24,38,38.0,59.0
2009/2010,25541,Défenseur,75,63.2,24,38,77.0,59.0
2009/2010,36400,Défenseur,67,63.2,24,38,38.0,59.0
2009/2010,40730,Défenseur,70,63.2,24,38,52.0,59.0
2009/2010,24509,Défenseur,70,63.2,24,38,52.0,59.0
2009/2010,30904,Défenseur,74,63.2,24,38,72.0,59.0
2009/2010,34036,Défenseur,78,63.2,24,38,89.0,59.0
2009/2010,24013,Défenseur,77,63.2,24,38,86.0,59.0
2009/2010,33990,Défenseur,78,63.2,24,38,89.0,59.0
2009/2010,37718,Défenseur,70,63.2,24,38,52.0,59.0
2009/2010,24728,Défenseur,69,63.2,24,38,47.0,59.0
2009/2010,182224,Défenseur,56,63.2,24,38,6.0,59.0
2009/2010,30865,Défenseur,87,63.2,24,38,100.0,59.0
2009/2010,46212,Défenseur,71,63.3,19,30,56.0,60.0
2009/2010,95217,Défenseur,68,63.9,23,36,43.0,60.0
2009/2010,22096,Défenseur,61,63.9,23,36,14.0,60.0
2009/2010,38789,Défenseur,69,64.3,18,28,47.0,60.0
2009/2010,37381,Défenseur,75,64.7,22,34,77.0,60.0
2009/2010,30668,Défenseur,72,64.7,22,34,62.0,60.0
2009/2010,45485,Défenseur,64,64.7,22,34,25.0,60.0
2009/2010,23144,Défenseur,63,64.7,22,34,20.0,60.0
2009/2010,14039,Défenseur,67,65.8,25,38,38.0,61.0
2009/2010,24484,Défenseur,74,65.8,25,38,72.0,61.0
2009/2010,37526,Défenseur,70,65.8,25,38,52.0,61.0
2009/2010,112704,Défenseur,66,65.8,25,38,33.0,61.0
2009/2010,30492,Défenseur,85,65.8,25,38,99.0,61.0
2009/2010,26454,Défenseur,75,65.8,25,38,77.0,61.0
2009/2010,38834,Défenseur,83,65.8,25,38,97.0,61.0
2009/2010,26223,Défenseur,69,65.8,25,38,47.0,61.0
2009/2010,34304,Défenseur,82,65.8,25,38,96.0,61.0
2009/2010,34430,Défenseur,71,65.8,25,38,56.0,61.0
2009/2010,24531,Défenseur,76,65.8,25,38,82.0,61.0
2009/2010,75606,Défenseur,64,65.8,25,38,25.0,61.0
2009/2010,23869,Défenseur,62,65.8,25,38,17.0,61.0
2009/2010,39455,Défenseur,73,65.8,25,38,66.0,61.0
2009/2010,39729,Défenseur,77,65.8,25,38,86.0,61.0
2009/2010,39732,Défenseur,72,65.8,25,38,62.0,61.0
2009/2010,23921,Défenseur,76,65.8,25,38,82.0,61.0
2009/2010,26209,Défenseur,72,65.8,25,38,62.0,61.0
2009/2010,31306,Défenseur,78,65.8,25,38,89.0,61.0
2009/2010,41105,Défenseur,67,65.8,25,38,38.0,61.0
2009/2010,74403,Défenseur,68,65.8,25,38,43.0,61.0
2009/2010,39391,Défenseur,68,65.8,25,38,43.0,61.0
2009/2010,145584,Défenseur,59,66.7,20,30,11.0,63.0
2009/2010,38607,Défenseur,68,66.7,20,30,43.0,63.0
2009/2010,109652,Défenseur,56,67.6,23,34,6.0,63.0
2009/2010,38213,Défenseur,72,67.6,23,34,62.0,63.0
2009/2010,26626,Défenseur,72,67.6,23,34,62.0,63.0
2009/2010,26797,Défenseur,70,67.6,23,34,52.0,63.0
2009/2010,30811,Défenseur,74,67.6,23,34,72.0,63.0
2009/2010,149279,Défenseur,58,67.9,19,28,9.0,63.0
2009/2010,38293,Défenseur,70,67.9,19,28,52.0,63.0
2009/2010,11569,Défenseur,60,67.9,19,28,13.0,63.0
2009/2010,94462,Défenseur,64,67.9,19,28,25.0,63.0
2009/2010,40132,Défenseur,72,68.4,26,38,62.0,64.0
2009/2010,37970,Défenseur,67,68.4,26,38,38.0,64.0
2009/2010,20482,Défenseur,69,68.4,26,38,47.0,64.0
2009/2010,38835,Défenseur,84,68.4,26,38,98.0,64.0
2009/2010,33856,Défenseur,74,68.4,26,38,72.0,64.0
2009/2010,39223,Défenseur,68,68.4,26,38,43.0,64.0
2009/2010,41869,Défenseur,71,68.4,26,38,56.0,64.0
2009/2010,114044,Défenseur,65,68.4,26,38,29.0,64.0
2009/2010,42600,Défenseur,57,68.4,26,38,7.0,64.0
2009/2010,41216,Défenseur,70,68.4,26,38,52.0,64.0
2009/2010,26119,Défenseur,81,68.4,26,38,95.0,64.0
2009/2010,31938,Défenseur,76,68.4,26,38,82.0,64.0
2009/2010,30689,Défenseur,81,68.4,26,38,95.0,64.0
2009/2010,32458,Défenseur,62,68.4,26,38,17.0,64.0
2009/2010,24131,Défenseur,76,68.4,26,38,82.0,64.0
2009/2010,39054,Défenseur,67,68.4,26,38,38.0,64.0
2009/2010,30670,Défenseur,79,68.4,26,38,92.0,64.0
2009/2010,99333,Défenseur,63,68.4,26,38,20.0,64.0
2009/2010,33848,Défenseur,77,68.4,26,38,86.0,64.0
2009/2010,121080,Défenseur,42,69.4,25,36,0.0,65.0
2009/2010,11747,Défenseur,57,69.4,25,36,7.0,65.0
2009/2010,56952,Défenseur,74,70.0,21,30,72.0,66.0
2009/2010,11851,Défenseur,66,70.0,21,30,33.0,66.0
2009/2010,57071,Défenseur,74,70.0,21,30,72.0,66.0
2009/2010,30902,Défenseur,80,70.6,24,34,93.0,66.0
2009/2010,42712,Défenseur,63,70.6,24,34,20.0,66.0
2009/2010,36934,Défenseur,67,70.6,24,34,38.0,66.0
2009/2010,25815,Défenseur,72,70.6,24,34,62.0,66.0
2009/2010,39841,Défenseur,75,70.6,24,34,77.0,66.0
2009/2010,45496,Défenseur,62,70.6,24,34,17.0,66.0
2009/2010,94685,Défenseur,65,70.6,24,34,29.0,66.0
2009/2010,97734,Défenseur,69,70.6,24,34,47.0,66.0
2009/2010,28435,Défenseur,64,70.6,24,34,25.0,66.0
2009/2010,32696,Défenseur,61,71.1,27,38,14.0,67.0
2009/2010,37879,Défenseur,75,71.1,27,38,77.0,67.0
2009/2010,40011,Défenseur,63,71.1,27,38,20.0,67.0
2009/2010,74663,Défenseur,70,71.1,27,38,52.0,67.0
2009/2010,34520,Défenseur,84,71.1,27,38,98.0,67.0
2009/2010,23151,Défenseur,62,71.1,27,38,17.0,67.0
2009/2010,75397,Défenseur,70,71.1,27,38,52.0,67.0
2009/2010,40695,Défenseur,73,71.1,27,38,66.0,67.0
2009/2010,26311,Défenseur,74,71.1,27,38,72.0,67.0
2009/2010,94326,Défenseur,69,71.1,27,38,47.0,67.0
2009/2010,45440,Défenseur,73,71.1,27,38,66.0,67.0
2009/2010,23349,Défenseur,66,71.1,27,38,33.0,67.0
2009/2010,26401,Défenseur,72,71.1,27,38,62.0,67.0
2009/2010,24781,Défenseur,74,71.1,27,38,72.0,67.0
2009/2010,33636,Défenseur,77,71.1,27,38,86.0,67.0
2009/2010,36832,Défenseur,70,71.4,20,28,52.0,68.0
2009/2010,94030,Défenseur,49,71.4,20,28,1.0,68.0
2009/2010,38186,Défenseur,63,71.4,20,28,20.0,68.0
2009/2010,37051,Défenseur,62,71.4,20,28,17.0,68.0
2009/2010,39594,Défenseur,66,71.4,20,28,33.0,68.0
2009/2010,39859,Défenseur,57,71.4,20,28,7.0,68.0
2009/2010,41717,Défenseur,76,72.2,26,36,82.0,69.0
2009/2010,92026,Défenseur,67,72.2,26,36,38.0,69.0
2009/2010,25843,Défenseur,61,72.2,26,36,14.0,69.0
2009/2010,18552,Défenseur,65,73.3,22,30,29.0,69.0
2009/2010,24932,Défenseur,76,73.3,22,30,82.0,69.0
2009/2010,45280,Défenseur,60,73.3,22,30,13.0,69.0
2009/2010,43008,Défenseur,65,73.3,22,30,29.0,69.0
2009/2010,26465,Défenseur,69,73.5,25,34,47.0,69.0
2009/2010,36076,Défenseur,76,73.5,25,34,82.0,69.0
2009/2010,34479,Défenseur,78,73.5,25,34,89.0,69.0
2009/2010,42703,Défenseur,70,73.5,25,34,52.0,69.0
2009/2010,30964,Défenseur,73,73.5,25,34,66.0,69.0
2009/2010,39388,Défenseur,66,73.5,25,34,33.0,69.0
2009/2010,33988,Défenseur,86,73.7,28,38,99.0,70.0
2009/2010,150316,Défenseur,51,73.7,28,38,2.0,70.0
2009/2010,43246,Défenseur,68,73.7,28,38,43.0,70.0
2009/2010,41023,Défenseur,83,73.7,28,38,97.0,70.0
2009/2010,41930,Défenseur,77,73.7,28,38,86.0,70.0
2009/2010,23446,Défenseur,65,73.7,28,38,29.0,70.0
2009/2010,47418,Défenseur,56,73.7,28,38,6.0,70.0
2009/2010,39996,Défenseur,75,73.7,28,38,77.0,70.0
2009/2010,18664,Défenseur,57,73.7,28,38,7.0,70.0
2009/2010,34008,Défenseur,77,73.7,28,38,86.0,70.0
2009/2010,74752,Défenseur,63,73.7,28,38,20.0,70.0
2009/2010,41315,Défenseur,67,73.7,28,38,38.0,70.0
2009/2010,42388,Défenseur,79,73.7,28,38,92.0,70.0
2009/2010,35637,Défenseur,72,73.7,28,38,62.0,70.0
2009/2010,39345,Défenseur,67,73.7,28,38,38.0,70.0
2009/2010,43341,Défenseur,73,73.7,28,38,66.0,70.0
2009/2010,26521,Défenseur,70,73.7,28,38,52.0,70.0
2009/2010,67950,Défenseur,57,75.0,21,28,7.0,71.0
2009/2010,25793,Défenseur,56,75.0,27,36,6.0,71.0
2009/2010,38417,Défenseur,59,75.0,21,28,11.0,71.0
2009/2010,25790,Défenseur,62,75.0,27,36,17.0,71.0
2009/2010,104382,Défenseur,63,75.0,21,28,20.0,71.0
2009/2010,94284,Défenseur,51,75.0,21,28,2.0,71.0
2009/2010,37953,Défenseur,63,75.0,21,28,20.0,71.0
2009/2010,37100,Défenseur,61,75.0,21,28,14.0,71.0
2009/2010,69713,Défenseur,56,75.0,21,28,6.0,71.0
2009/2010,25560,Défenseur,73,76.3,29,38,66.0,72.0
2009/2010,39419,Défenseur,76,76.3,29,38,82.0,72.0
2009/2010,39201,Défenseur,76,76.3,29,38,82.0,72.0
2009/2010,40006,Défenseur,72,76.3,29,38,62.0,72.0
2009/2010,42304,Défenseur,66,76.3,29,38,33.0,72.0
2009/2010,40001,Défenseur,72,76.3,29,38,62.0,72.0
2009/2010,74989,Défenseur,71,76.3,29,38,56.0,72.0
2009/2010,37768,Défenseur,61,76.3,29,38,14.0,72.0
2009/2010,23783,Défenseur,76,76.3,29,38,82.0,72.0
2009/2010,32656,Défenseur,75,76.3,29,38,77.0,72.0
2009/2010,46403,Défenseur,78,76.3,29,38,89.0,72.0
2009/2010,37482,Défenseur,78,76.3,29,38,89.0,72.0
2009/2010,74435,Défenseur,68,76.3,29,38,43.0,72.0
2009/2010,34420,Défenseur,76,76.5,26,34,82.0,74.0
2009/2010,36183,Défenseur,74,76.5,26,34,72.0,74.0
2009/2010,27570,Défenseur,68,76.5,26,34,43.0,74.0
2009/2010,37731,Défenseur,68,76.5,26,34,43.0,74.0
2009/2010,104482,Défenseur,66,76.5,26,34,33.0,74.0
2009/2010,39091,Défenseur,68,76.5,26,34,43.0,74.0
2009/2010,22519,Défenseur,58,76.7,23,30,9.0,74.0
2009/2010,42294,Défenseur,58,77.8,28,36,9.0,74.0
2009/2010,39580,Défenseur,74,78.6,22,28,72.0,74.0
2009/2010,32675,Défenseur,80,78.9,30,38,93.0,74.0
2009/2010,38899,Défenseur,77,78.9,30,38,86.0,74.0
2009/2010,34654,Défenseur,59,78.9,30,38,11.0,74.0
2009/2010,32579,Défenseur,77,78.9,30,38,86.0,74.0
2009/2010,47547,Défenseur,73,78.9,30,38,66.0,74.0
2009/2010,38385,Défenseur,73,78.9,30,38,66.0,74.0
2009/2010,70891,Défenseur,76,78.9,30,38,82.0,74.0
2009/2010,40005,Défenseur,74,78.9,30,38,72.0,74.0
2009/2010,23837,Défenseur,61,78.9,30,38,14.0,74.0
2009/2010,32457,Défenseur,65,78.9,30,38,29.0,74.0
2009/2010,37442,Défenseur,78,78.9,30,38,89.0,74.0
2009/2010,26127,Défenseur,71,78.9,30,38,56.0,74.0
2009/2010,39774,Défenseur,86,78.9,30,38,99.0,74.0
2009/2010,39995,Défenseur,72,78.9,30,38,62.0,74.0
2009/2010,24403,Défenseur,72,78.9,30,38,62.0,74.0
2009/2010,33792,Défenseur,73,78.9,30,38,66.0,74.0
2009/2010,94549,Défenseur,63,78.9,30,38,20.0,74.0
2009/2010,37597,Défenseur,73,78.9,30,38,66.0,74.0
2009/2010,23787,Défenseur,73,78.9,30,38,66.0,74.0
2009/2010,19020,Défenseur,76,78.9,30,38,82.0,74.0
2009/2010,24970,Défenseur,79,78.9,30,38,92.0,74.0
2009/2010,26154,Défenseur,76,78.9,30,38,82.0,74.0
2009/2010,26052,Défenseur,75,78.9,30,38,77.0,74.0
2009/2010,27461,Défenseur,82,79.4,27,34,96.0,76.0
2009/2010,36146,Défenseur,75,79.4,27,34,77.0,76.0
2009/2010,27320,Défenseur,79,79.4,27,34,92.0,76.0
2009/2010,27427,Défenseur,78,79.4,27,34,89.0,76.0
2009/2010,37194,Défenseur,67,79.4,27,34,38.0,76.0
2009/2010,30912,Défenseur,71,79.4,27,34,56.0,76.0
2009/2010,36388,Défenseur,75,79.4,27,34,77.0,76.0
2009/2010,26193,Défenseur,58,80.6,29,36,9.0,77.0
2009/2010,41711,Défenseur,57,80.6,29,36,7.0,77.0
2009/2010,30464,Défenseur,75,80.6,29,36,77.0,77.0
2009/2010,16254,Défenseur,55,80.6,29,36,5.0,77.0
2009/2010,95233,Défenseur,55,80.6,29,36,5.0,77.0
2009/2010,40016,Défenseur,76,81.6,31,38,82.0,78.0
2009/2010,30831,Défenseur,85,81.6,31,38,99.0,78.0
2009/2010,6864,Défenseur,72,81.6,31,38,62.0,78.0
2009/2010,26111,Défenseur,82,81.6,31,38,96.0,78.0
2009/2010,93466,Défenseur,63,81.6,31,38,20.0,78.0
2009/2010,30661,Défenseur,88,81.6,31,38,100.0,78.0
2009/2010,26107,Défenseur,67,81.6,31,38,38.0,78.0
2009/2010,93484,Défenseur,72,81.6,31,38,62.0,78.0
2009/2010,24493,Défenseur,73,81.6,31,38,66.0,78.0
2009/2010,26245,Défenseur,70,81.6,31,38,52.0,78.0
2009/2010,32597,Défenseur,73,81.6,31,38,66.0,78.0
2009/2010,26315,Défenseur,80,81.6,31,38,93.0,78.0
2009/2010,41312,Défenseur,69,81.6,31,38,47.0,78.0
2009/2010,37515,Défenseur,75,81.6,31,38,77.0,78.0
2009/2010,150480,Défenseur,57,81.6,31,38,7.0,78.0
2009/2010,33865,Défenseur,71,81.6,31,38,56.0,78.0
2009/2010,38521,Défenseur,68,81.6,31,38,43.0,78.0
2009/2010,33620,Défenseur,72,82.1,23,28,62.0,79.0
2009/2010,39389,Défenseur,57,82.1,23,28,7.0,79.0
2009/2010,21812,Défenseur,67,82.1,23,28,38.0,79.0
2009/2010,11736,Défenseur,66,82.1,23,28,33.0,79.0
2009/2010,38349,Défenseur,65,82.1,23,28,29.0,79.0
2009/2010,110138,Défenseur,66,82.4,28,34,33.0,80.0
2009/2010,46078,Défenseur,75,82.4,28,34,77.0,80.0
2009/2010,13518,Défenseur,64,82.4,28,34,25.0,80.0
2009/2010,45503,Défenseur,62,82.4,28,34,17.0,80.0
2009/2010,97493,Défenseur,65,83.3,25,30,29.0,80.0
2009/2010,40536,Défenseur,67,83.3,30,36,38.0,80.0
2009/2010,36785,Défenseur,69,83.3,30,36,47.0,80.0
2009/2010,40940,Défenseur,67,83.3,25,30,38.0,80.0
2009/2010,26777,Défenseur,82,84.2,32,38,96.0,80.0
2009/2010,33122,Défenseur,69,84.2,32,38,47.0,80.0
2009/2010,32769,Défenseur,77,84.2,32,38,86.0,80.0
2009/2010,32917,Défenseur,62,84.2,32,38,17.0,80.0
2009/2010,36394,Défenseur,75,84.2,32,38,77.0,80.0
2009/2010,30928,Défenseur,77,84.2,32,38,86.0,80.0
2009/2010,34987,Défenseur,75,84.2,32,38,77.0,80.0
2009/2010,32616,Défenseur,71,84.2,32,38,56.0,80.0
2009/2010,32583,Défenseur,65,84.2,32,38,29.0,80.0
2009/2010,32581,Défenseur,71,84.2,32,38,56.0,80.0
2009/2010,94043,Défenseur,70,84.2,32,38,52.0,80.0
2009/2010,33843,Défenseur,71,84.2,32,38,56.0,80.0
2009/2010,34029,Défenseur,81,84.2,32,38,95.0,80.0
2009/2010,41884,Défenseur,86,84.2,32,38,99.0,80.0
2009/2010,39892,Défenseur,74,85.3,29,34,72.0,82.0
2009/2010,27438,Défenseur,74,85.3,29,34,72.0,82.0
2009/2010,26894,Défenseur,71,85.3,29,34,56.0,82.0
2009/2010,97491,Défenseur,79,85.3,29,34,92.0,82.0
2009/2010,27471,Défenseur,73,85.3,29,34,66.0,82.0
2009/2010,30654,Défenseur,74,85.3,29,34,72.0,82.0
2009/2010,43061,Défenseur,70,85.3,29,34,52.0,82.0
2009/2010,37211,Défenseur,65,85.3,29,34,29.0,82.0
2009/2010,38322,Défenseur,62,85.7,24,28,17.0,82.0
2009/2010,6800,Défenseur,63,85.7,24,28,20.0,82.0
2009/2010,47411,Défenseur,71,85.7,24,28,56.0,82.0
2009/2010,38441,Défenseur,66,85.7,24,28,33.0,82.0
2009/2010,38292,Défenseur,66,85.7,24,28,33.0,82.0
2009/2010,37383,Défenseur,68,86.1,31,36,43.0,83.0
2009/2010,37844,Défenseur,68,86.1,31,36,43.0,83.0
2009/2010,114789,Défenseur,55,86.1,31,36,5.0,83.0
2009/2010,26065,Défenseur,56,86.1,31,36,6.0,83.0
2009/2010,114715,Défenseur,58,86.1,31,36,9.0,83.0
2009/2010,67349,Défenseur,50,86.1,31,36,1.0,83.0
2009/2010,34234,Défenseur,69,86.7,26,30,47.0,83.0
2009/2010,114724,Défenseur,64,86.7,26,30,25.0,83.0
2009/2010,42463,Défenseur,68,86.7,26,30,43.0,83.0
2009/2010,43285,Défenseur,63,86.7,26,30,20.0,83.0
2009/2010,150313,Défenseur,50,86.7,26,30,1.0,83.0
2009/2010,24590,Défenseur,52,86.7,26,30,2.0,83.0
2009/2010,71603,Défenseur,69,86.8,33,38,47.0,84.0
2009/2010,40543,Défenseur,77,86.8,33,38,86.0,84.0
2009/2010,23818,Défenseur,79,86.8,33,38,92.0,84.0
2009/2010,26328,Défenseur,71,86.8,33,38,56.0,84.0
2009/2010,26136,Défenseur,74,86.8,33,38,72.0,84.0
2009/2010,32622,Défenseur,68,86.8,33,38,43.0,84.0
2009/2010,72541,Défenseur,64,86.8,33,38,25.0,84.0
2009/2010,33893,Défenseur,74,86.8,33,38,72.0,84.0
2009/2010,26005,Défenseur,73,86.8,33,38,66.0,84.0
2009/2010,30739,Défenseur,75,86.8,33,38,77.0,84.0
2009/2010,24793,Défenseur,77,86.8,33,38,86.0,84.0
2009/2010,26399,Défenseur,74,86.8,33,38,72.0,84.0
2009/2010,27679,Défenseur,75,86.8,33,38,77.0,84.0
2009/2010,30962,Défenseur,84,86.8,33,38,98.0,84.0
2009/2010,23334,Défenseur,67,86.8,33,38,38.0,84.0
2009/2010,75353,Défenseur,64,86.8,33,38,25.0,84.0
2009/2010,34305,Défenseur,85,86.8,33,38,99.0,84.0
2009/2010,33756,Défenseur,75,86.8,33,38,77.0,84.0
2009/2010,35502,Défenseur,66,86.8,33,38,33.0,84.0
2009/2010,80562,Défenseur,75,86.8,33,38,77.0,84.0
2009/2010,36123,Défenseur,74,86.8,33,38,72.0,84.0
2009/2010,30457,Défenseur,77,86.8,33,38,86.0,84.0
2009/2010,30285,Défenseur,71,86.8,33,38,56.0,84.0
2009/2010,26635,Défenseur,71,88.2,30,34,56.0,86.0
2009/2010,37965,Défenseur,67,88.2,30,34,38.0,86.0
2009/2010,26618,Défenseur,66,88.2,30,34,33.0,86.0
2009/2010,45464,Défenseur,64,88.2,30,34,25.0,86.0
2009/2010,27303,Défenseur,81,88.2,30,34,95.0,86.0
2009/2010,27301,Défenseur,84,88.2,30,34,98.0,86.0
2009/2010,36005,Défenseur,74,88.2,30,34,72.0,86.0
2009/2010,37789,Défenseur,66,88.2,30,34,33.0,86.0
2009/2010,27475,Défenseur,72,88.2,30,34,62.0,86.0
2009/2010,70812,Défenseur,73,88.2,30,34,66.0,86.0
2009/2010,141113,Défenseur,63,88.2,30,34,20.0,86.0
2009/2010,35989,Défenseur,78,88.2,30,34,89.0,86.0
2009/2010,114792,Défenseur,58,88.9,32,36,9.0,87.0
2009/2010,25782,Défenseur,57,88.9,32,36,7.0,87.0
2009/2010,38253,Défenseur,70,89.3,25,28,52.0,87.0
2009/2010,131404,Défenseur,62,89.3,25,28,17.0,87.0
2009/2010,38342,Défenseur,64,89.3,25,28,25.0,87.0
2009/2010,148314,Défenseur,54,89.3,25,28,4.0,87.0
2009/2010,37988,Défenseur,70,89.3,25,28,52.0,87.0
2009/2010,24622,Défenseur,76,89.5,34,38,82.0,88.0
2009/2010,30826,Défenseur,76,89.5,34,38,82.0,88.0
2009/2010,77741,Défenseur,77,89.5,34,38,86.0,88.0
2009/2010,33451,Défenseur,68,89.5,34,38,43.0,88.0
2009/2010,23780,Défenseur,75,89.5,34,38,77.0,88.0
2009/2010,30534,Défenseur,70,89.5,34,38,52.0,88.0
2009/2010,30906,Défenseur,77,89.5,34,38,86.0,88.0
2009/2010,103266,Défenseur,62,89.5,34,38,17.0,88.0
2009/2010,28467,Défenseur,75,89.5,34,38,77.0,88.0
2009/2010,25856,Défenseur,76,89.5,34,38,82.0,88.0
2009/2010,39669,Défenseur,71,89.5,34,38,56.0,88.0
2009/2010,37604,Défenseur,76,89.5,34,38,82.0,88.0
2009/2010,17343,Défenseur,56,89.5,34,38,6.0,88.0
2009/2010,39229,Défenseur,71,89.5,34,38,56.0,88.0
2009/2010,32871,Défenseur,71,89.5,34,38,56.0,88.0
2009/2010,37451,Défenseur,76,89.5,34,38,82.0,88.0
2009/2010,33849,Défenseur,75,89.5,34,38,77.0,88.0
2009/2010,30931,Défenseur,82,89.5,34,38,96.0,88.0
2009/2010,24130,Défenseur,79,89.5,34,38,92.0,88.0
2009/2010,150081,Défenseur,48,90.0,27,30,1.0,90.0
2009/2010,25920,Défenseur,81,90.0,27,30,95.0,90.0
2009/2010,27492,Défenseur,77,91.2,31,34,86.0,90.0
2009/2010,28480,Défenseur,82,91.2,31,34,96.0,90.0
2009/2010,30819,Défenseur,80,91.2,31,34,93.0,90.0
2009/2010,33338,Défenseur,71,91.2,31,34,56.0,90.0
2009/2010,26473,Défenseur,68,91.2,31,34,43.0,90.0
2009/2010,26671,Défenseur,63,91.2,31,34,20.0,90.0
2009/2010,31296,Défenseur,70,91.2,31,34,52.0,90.0
2009/2010,110147,Défenseur,72,91.2,31,34,62.0,90.0
2009/2010,36395,Défenseur,65,91.2,31,34,29.0,90.0
2009/2010,30693,Défenseur,81,91.2,31,34,95.0,90.0
2009/2010,160599,Défenseur,59,91.2,31,34,11.0,90.0
2009/2010,38215,Défenseur,74,91.2,31,34,72.0,90.0
2009/2010,36390,Défenseur,74,91.2,31,34,72.0,90.0
2009/2010,33085,Défenseur,78,91.2,31,34,89.0,90.0
2009/2010,150007,Défenseur,54,91.7,33,36,4.0,91.0
2009/2010,26291,Défenseur,76,92.1,35,38,82.0,91.0
2009/2010,23022,Défenseur,71,92.1,35,38,56.0,91.0
2009/2010,41092,Défenseur,72,92.1,35,38,62.0,91.0
2009/2010,24230,Défenseur,73,92.1,35,38,66.0,91.0
2009/2010,32968,Défenseur,66,92.1,35,38,33.0,91.0
2009/2010,46539,Défenseur,63,92.1,35,38,20.0,91.0
2009/2010,101070,Défenseur,66,92.1,35,38,33.0,91.0
2009/2010,111865,Défenseur,70,92.1,35,38,52.0,91.0
2009/2010,32891,Défenseur,65,92.1,35,38,29.0,91.0
2009/2010,18823,Défenseur,76,92.1,35,38,82.0,91.0
2009/2010,35112,Défenseur,65,92.1,35,38,29.0,91.0
2009/2010,37622,Défenseur,67,92.1,35,38,38.0,91.0
