transaction_id,client_id,article,montant,date,note,paiement,mois,annee,jour_semaine
TX00658,4072,Flannel Shirt,28.0,2022-12-07,2.9,Cash,2022-12,2022,Wednesday
TX00659,4115,Raincoat,199.0,2023-04-20,2.2,Credit Card,2023-04,2023,Thursday
TX00660,4005,Trench Coat,90.0,2023-09-29,2.7,Credit Card,2023-09,2023,Friday
TX00661,4074,Scarf,156.0,2023-06-28,2.7,Credit Card,2023-06,2023,Wednesday
TX00662,3979,Tank Top,173.0,2023-04-01,2.6,Credit Card,2023-04,2023,Saturday
TX00663,3977,Skirt,39.0,2022-10-07,2.4,Credit Card,2022-10,2022,Friday
TX00664,4057,Wallet,93.0,2022-10-09,4.9,Cash,2022-10,2022,Sunday
TX00665,4030,Boots,127.0,2023-03-17,1.8,Cash,2023-03,2023,Friday
TX00666,3976,Dress,102.0,2023-01-26,2.2,Cash,2023-01,2023,Thursday
TX00667,3999,Pants,72.0,2022-12-29,2.3,Credit Card,2022-12,2022,Thursday
TX00668,4027,Blazer,112.0,2023-01-12,1.8,Credit Card,2023-01,2023,Thursday
TX00669,3985,Scarf,111.0,2023-02-17,3.0,Credit Card,2023-02,2023,Friday
TX00670,3994,Blouse,200.0,2023-05-06,1.4,Credit Card,2023-05,2023,Saturday
TX00671,4084,Loafers,95.0,2022-11-17,2.3,Credit Card,2022-11,2022,Thursday
TX00672,3995,Sun Hat,29.0,2023-05-17,3.9,Cash,2023-05,2023,Wednesday
TX00673,4009,Scarf,39.0,2023-05-07,4.9,Credit Card,2023-05,2023,Sunday
TX00674,4090,Slippers,59.0,2023-09-04,,Cash,2023-09,2023,Monday
TX00675,4117,Raincoat,99.0,2022-12-16,3.8,Credit Card,2022-12,2022,Friday
TX00676,3962,Sneakers,175.0,2023-01-24,2.9,Cash,2023-01,2023,Tuesday
TX00677,4032,Blouse,70.0,2023-09-11,3.4,Cash,2023-09,2023,Monday
TX00678,4095,Flip-Flops,54.0,2023-01-15,2.1,Credit Card,2023-01,2023,Sunday
TX00679,3990,Belt,177.0,2023-01-11,4.7,Credit Card,2023-01,2023,Wednesday
TX00680,4045,Sun Hat,170.0,2022-11-29,2.3,Credit Card,2022-11,2022,Tuesday
TX00681,4064,Sandals,154.0,2022-10-08,2.7,Cash,2022-10,2022,Saturday
TX00682,4070,Sandals,124.0,2023-08-27,1.6,Cash,2023-08,2023,Sunday
TX00683,4122,Pajamas,154.0,2023-08-14,1.8,Credit Card,2023-08,2023,Monday
TX00684,3962,Backpack,169.0,2023-02-11,,Credit Card,2023-02,2023,Saturday
TX00685,4031,Coat,170.0,2023-02-23,3.3,Cash,2023-02,2023,Thursday
TX00686,4005,Vest,122.0,2023-10-01,2.0,Cash,2023-10,2023,Sunday
TX00687,3962,Hoodie,87.0,2023-05-12,,Cash,2023-05,2023,Friday
TX00688,4016,Sandals,161.0,2023-03-04,1.3,Cash,2023-03,2023,Saturday
TX00689,4122,Belt,89.0,2023-01-12,4.4,Credit Card,2023-01,2023,Thursday
TX00690,4042,Tank Top,19.0,2022-11-21,2.8,Cash,2022-11,2022,Monday
TX00691,4105,Polo Shirt,29.0,2023-03-29,2.8,Cash,2023-03,2023,Wednesday
TX00692,4044,Scarf,33.0,2023-02-20,3.7,Credit Card,2023-02,2023,Monday
TX00693,4122,Jacket,139.0,2023-02-26,2.0,Credit Card,2023-02,2023,Sunday
TX00694,4040,Handbag,158.0,2022-11-30,1.1,Cash,2022-11,2022,Wednesday
TX00695,4081,Camisole,199.0,2023-01-10,2.6,Cash,2023-01,2023,Tuesday
TX00696,4108,Sneakers,125.0,2023-05-25,2.9,Cash,2023-05,2023,Thursday
TX00697,4092,Handbag,156.0,2023-01-01,,Credit Card,2023-01,2023,Sunday
TX00698,4097,Tank Top,92.0,2023-05-27,4.7,Cash,2023-05,2023,Saturday
TX00699,4070,Backpack,138.0,2023-05-30,1.1,Cash,2023-05,2023,Tuesday
TX00700,3990,Sunglasses,97.0,2023-04-05,3.5,Cash,2023-04,2023,Wednesday
TX00701,4035,Wallet,31.0,2023-06-03,3.3,Cash,2023-06,2023,Saturday
TX00702,4000,Backpack,54.0,2023-05-05,4.1,Cash,2023-05,2023,Friday
TX00703,4015,Loafers,122.0,2023-05-06,1.4,Cash,2023-05,2023,Saturday
TX00704,4080,Coat,166.0,2023-09-21,3.4,Credit Card,2023-09,2023,Thursday
TX00705,4030,Pants,82.0,2023-02-07,2.7,Cash,2023-02,2023,Tuesday
TX00706,3969,Leggings,96.0,2023-08-07,2.8,Cash,2023-08,2023,Monday
TX00707,3994,Belt,23.0,2023-02-28,4.0,Credit Card,2023-02,2023,Tuesday
TX00708,4047,Pajamas,175.0,2023-01-02,1.3,Cash,2023-01,2023,Monday
TX00709,4029,Jeans,94.0,2023-08-17,2.4,Cash,2023-08,2023,Thursday
TX00710,3999,Boots,82.0,2023-02-21,2.7,Cash,2023-02,2023,Tuesday
TX00711,4115,Jacket,178.0,2023-05-09,,Credit Card,2023-05,2023,Tuesday
TX00712,3998,Sneakers,164.0,2022-11-06,1.0,Credit Card,2022-11,2022,Sunday
TX00713,4094,Shorts,95.0,2023-06-01,1.1,Credit Card,2023-06,2023,Thursday
TX00714,4003,Shorts,99.0,2023-03-25,1.9,Credit Card,2023-03,2023,Saturday
TX00715,4001,Umbrella,177.0,2022-11-22,2.3,Cash,2022-11,2022,Tuesday
TX00716,3996,Sun Hat,110.0,2023-06-20,3.7,Credit Card,2023-06,2023,Tuesday
TX00717,4017,Jacket,31.0,2023-05-15,4.5,Cash,2023-05,2023,Monday
TX00718,3986,Trousers,106.0,2022-10-12,1.6,Credit Card,2022-10,2022,Wednesday
TX00719,3967,Handbag,94.0,2022-11-15,1.8,Cash,2022-11,2022,Tuesday
TX00720,4038,Hoodie,181.0,2023-06-12,1.1,Credit Card,2023-06,2023,Monday
TX00721,4104,Swimsuit,199.0,2023-08-15,4.4,Cash,2023-08,2023,Tuesday
TX00722,3989,Trousers,144.0,2023-08-13,3.2,Credit Card,2023-08,2023,Sunday
TX00723,4023,Sneakers,140.0,2023-01-06,1.9,Cash,2023-01,2023,Friday
TX00724,4051,Pants,102.0,2022-12-29,2.2,Cash,2022-12,2022,Thursday
TX00725,4004,Gloves,64.0,2023-03-04,2.1,Credit Card,2023-03,2023,Saturday
TX00726,4009,Sneakers,134.0,2023-09-24,1.9,Credit Card,2023-09,2023,Sunday
TX00727,3965,Skirt,49.0,2022-10-23,2.8,Cash,2022-10,2022,Sunday
TX00728,4045,Gloves,35.0,2023-02-25,4.0,Cash,2023-02,2023,Saturday
TX00729,3994,Pajamas,148.0,2023-07-15,2.5,Credit Card,2023-07,2023,Saturday
TX00730,4052,Skirt,144.0,2023-01-22,2.6,Credit Card,2023-01,2023,Sunday
TX00731,4095,Hat,168.0,2023-03-08,1.4,Credit Card,2023-03,2023,Wednesday
TX00732,4093,Camisole,51.0,2023-02-15,1.5,Cash,2023-02,2023,Wednesday
TX00733,3988,Slippers,169.0,2023-06-13,3.4,Credit Card,2023-06,2023,Tuesday
TX00734,3963,Kimono,52.0,2022-12-27,2.3,Cash,2022-12,2022,Tuesday
TX00735,4060,Skirt,21.0,2023-01-22,4.9,Credit Card,2023-01,2023,Sunday
TX00736,4084,Flannel Shirt,183.0,2023-02-16,2.4,Credit Card,2023-02,2023,Thursday
TX00737,3994,Raincoat,123.0,2023-03-27,1.4,Cash,2023-03,2023,Monday
TX00738,4074,Tank Top,124.0,2023-05-09,1.0,Cash,2023-05,2023,Tuesday
TX00739,4038,Sunglasses,71.0,2023-03-22,2.6,Credit Card,2023-03,2023,Wednesday
TX00740,3996,Cardigan,130.0,2023-01-10,2.4,Cash,2023-01,2023,Tuesday
TX00741,3958,Sun Hat,59.0,2023-06-15,4.3,Credit Card,2023-06,2023,Thursday
TX00742,4096,Sneakers,156.0,2023-04-19,4.4,Cash,2023-04,2023,Wednesday
TX00743,4086,Loafers,128.0,2023-07-22,5.0,Credit Card,2023-07,2023,Saturday
TX00744,4041,Skirt,107.0,2023-02-09,,Credit Card,2023-02,2023,Thursday
TX00745,4122,Sweater,117.0,2023-05-19,2.6,Credit Card,2023-05,2023,Friday
TX00746,4032,Coat,61.0,2023-07-20,4.8,Cash,2023-07,2023,Thursday
TX00747,4078,Leggings,45.0,2022-10-07,3.6,Credit Card,2022-10,2022,Friday
TX00748,4031,Tunic,23.0,2022-12-25,1.6,Credit Card,2022-12,2022,Sunday
TX00749,4103,Pajamas,105.0,2023-04-03,3.3,Credit Card,2023-04,2023,Monday
TX00750,3994,Hat,36.0,2023-03-01,1.6,Credit Card,2023-03,2023,Wednesday
TX00751,4101,Raincoat,142.0,2023-07-03,4.0,Credit Card,2023-07,2023,Monday
TX00752,4070,Poncho,82.0,2023-04-09,,Cash,2023-04,2023,Sunday
TX00753,4079,Sun Hat,141.0,2022-12-11,1.6,Credit Card,2022-12,2022,Sunday
TX00754,3992,Vest,66.0,2023-07-15,4.0,Cash,2023-07,2023,Saturday
TX00755,4098,Onesie,99.0,2023-07-19,1.7,Cash,2023-07,2023,Wednesday
TX00756,3986,Slippers,116.0,2022-10-23,1.4,Cash,2022-10,2022,Sunday
TX00757,3963,Sandals,70.0,2023-09-19,3.5,Cash,2023-09,2023,Tuesday
TX00758,4059,T-shirt,30.0,2023-05-29,2.1,Cash,2023-05,2023,Monday
TX00759,4115,Umbrella,17.0,2022-12-29,4.1,Cash,2022-12,2022,Thursday
TX00760,4013,Trench Coat,35.0,2023-01-11,4.6,Cash,2023-01,2023,Wednesday
TX00761,4071,Romper,176.0,2023-06-23,,Cash,2023-06,2023,Friday
TX00762,4048,Pants,47.0,2023-05-12,4.7,Cash,2023-05,2023,Friday
TX00763,4040,Blouse,130.0,2023-02-15,3.4,Credit Card,2023-02,2023,Wednesday
TX00764,3971,Pants,45.0,2022-11-03,1.6,Cash,2022-11,2022,Thursday
TX00765,4112,Pajamas,130.0,2023-09-01,,Credit Card,2023-09,2023,Friday
TX00766,4121,Sunglasses,11.0,2022-10-08,1.4,Cash,2022-10,2022,Saturday
TX00767,4006,Poncho,14.0,2022-10-03,1.4,Cash,2022-10,2022,Monday
TX00768,4106,Sneakers,48.0,2023-08-02,4.9,Cash,2023-08,2023,Wednesday
TX00769,4091,Sweater,196.0,2023-03-24,3.1,Cash,2023-03,2023,Friday
TX00770,4013,Camisole,118.0,2023-01-26,3.4,Cash,2023-01,2023,Thursday
TX00771,4007,Swimsuit,87.0,2023-03-23,4.6,Cash,2023-03,2023,Thursday
TX00772,3978,Jumpsuit,173.0,2023-03-11,3.5,Cash,2023-03,2023,Saturday
TX00773,4094,Boots,127.0,2023-06-05,2.9,Credit Card,2023-06,2023,Monday
TX00774,3979,Loafers,137.0,2022-12-30,1.9,Credit Card,2022-12,2022,Friday
TX00775,4088,Tie,14.0,2022-11-17,4.8,Credit Card,2022-11,2022,Thursday
TX00776,4057,Romper,157.0,2023-04-20,1.3,Credit Card,2023-04,2023,Thursday
TX00777,4006,Overalls,46.0,2023-02-21,,Cash,2023-02,2023,Tuesday
TX00778,4082,Hat,10.0,2023-01-30,4.5,Cash,2023-01,2023,Monday
TX00779,4038,Bowtie,71.0,2023-03-15,1.9,Cash,2023-03,2023,Wednesday
TX00780,4111,Raincoat,57.0,2023-07-31,3.6,Credit Card,2023-07,2023,Monday
TX00781,4111,Overalls,31.0,2023-08-06,4.9,Credit Card,2023-08,2023,Sunday
TX00782,4087,Trench Coat,102.0,2022-10-10,3.1,Cash,2022-10,2022,Monday
TX00783,4049,Sneakers,139.0,2023-07-26,1.5,Credit Card,2023-07,2023,Wednesday
TX00784,4058,Belt,139.0,2023-01-22,3.6,Cash,2023-01,2023,Sunday
TX00785,3994,Flannel Shirt,109.0,2023-06-03,4.7,Credit Card,2023-06,2023,Saturday
TX00786,4066,Romper,21.0,2023-07-02,,Cash,2023-07,2023,Sunday
TX00787,4051,Gloves,105.0,2022-11-10,2.5,Credit Card,2022-11,2022,Thursday
TX00788,4055,Blazer,14.0,2023-02-13,,Cash,2023-02,2023,Monday
TX00789,4052,Handbag,27.0,2023-09-11,1.7,Cash,2023-09,2023,Monday
TX00790,3960,Hoodie,197.0,2023-05-08,1.1,Cash,2023-05,2023,Monday
TX00791,4029,Blazer,36.0,2022-10-27,1.6,Cash,2022-10,2022,Thursday
TX00792,4045,Tie,198.0,2023-03-07,3.3,Cash,2023-03,2023,Tuesday
TX00793,4046,Jumpsuit,44.0,2023-06-09,2.4,Cash,2023-06,2023,Friday
TX00794,4071,Hoodie,174.0,2023-08-23,2.8,Credit Card,2023-08,2023,Wednesday
TX00795,3979,Hoodie,128.0,2022-11-19,1.5,Credit Card,2022-11,2022,Saturday
TX00796,4012,Jacket,132.0,2023-03-01,4.1,Cash,2023-03,2023,Wednesday
TX00797,4070,Camisole,44.0,2023-01-23,2.3,Cash,2023-01,2023,Monday
TX00798,4070,Hoodie,127.0,2023-06-17,2.9,Credit Card,2023-06,2023,Saturday
TX00799,3998,Sunglasses,61.0,2023-02-13,2.4,Credit Card,2023-02,2023,Monday
TX00800,4065,Sweater,90.0,2023-02-20,1.3,Cash,2023-02,2023,Monday
TX00801,4063,Hoodie,141.0,2023-01-18,3.6,Credit Card,2023-01,2023,Wednesday
TX00802,3992,Poncho,149.0,2023-05-24,1.5,Cash,2023-05,2023,Wednesday
TX00803,4107,Cardigan,19.0,2022-10-28,2.8,Credit Card,2022-10,2022,Friday
TX00804,4110,Sun Hat,58.0,2023-04-22,3.2,Cash,2023-04,2023,Saturday
TX00805,3979,Kimono,22.0,2023-04-12,4.5,Credit Card,2023-04,2023,Wednesday
TX00806,3993,T-shirt,94.0,2022-11-13,2.7,Cash,2022-11,2022,Sunday
TX00807,4010,Belt,104.0,2023-07-06,1.3,Credit Card,2023-07,2023,Thursday
TX00808,4034,Umbrella,112.0,2023-05-21,3.0,Credit Card,2023-05,2023,Sunday
TX00809,4078,Trench Coat,108.0,2023-08-31,4.8,Credit Card,2023-08,2023,Thursday
TX00810,4091,Camisole,57.0,2023-03-30,1.8,Cash,2023-03,2023,Thursday
TX00811,4042,Blouse,137.0,2023-05-02,1.9,Credit Card,2023-05,2023,Tuesday
TX00812,3973,Onesie,142.0,2023-02-10,,Cash,2023-02,2023,Friday
TX00813,4108,Kimono,31.0,2023-05-02,2.4,Cash,2023-05,2023,Tuesday
TX00814,4053,Trench Coat,30.0,2023-05-29,1.6,Cash,2023-05,2023,Monday
TX00815,3979,Umbrella,56.0,2022-12-08,3.1,Credit Card,2022-12,2022,Thursday
TX00816,3958,Umbrella,92.0,2023-09-14,2.5,Credit Card,2023-09,2023,Thursday
TX00817,4120,Tank Top,85.0,2023-01-29,2.5,Cash,2023-01,2023,Sunday
TX00818,4026,Shorts,164.0,2023-04-26,1.7,Credit Card,2023-04,2023,Wednesday
TX00819,4063,Vest,52.0,2023-07-12,3.5,Cash,2023-07,2023,Wednesday
TX00820,4001,T-shirt,99.0,2022-11-05,4.0,Credit Card,2022-11,2022,Saturday
TX00821,4099,Flip-Flops,196.0,2023-04-08,4.8,Credit Card,2023-04,2023,Saturday
TX00822,4075,Socks,100.0,2023-09-04,4.4,Credit Card,2023-09,2023,Monday
TX00823,4102,Poncho,121.0,2023-03-03,4.8,Credit Card,2023-03,2023,Friday
TX00824,3992,T-shirt,24.0,2023-09-22,2.2,Credit Card,2023-09,2023,Friday
TX00825,4004,Belt,103.0,2023-06-24,2.9,Cash,2023-06,2023,Saturday
TX00826,4054,Tank Top,183.0,2023-04-10,4.8,Credit Card,2023-04,2023,Monday
TX00827,4082,Raincoat,183.0,2023-07-21,4.7,Credit Card,2023-07,2023,Friday
TX00828,3967,Boots,18.0,2022-10-19,4.8,Cash,2022-10,2022,Wednesday
TX00829,4106,Wallet,175.0,2022-12-17,1.6,Credit Card,2022-12,2022,Saturday
TX00830,4034,Flannel Shirt,108.0,2023-05-21,4.1,Cash,2023-05,2023,Sunday
TX00831,4083,Umbrella,18.0,2023-06-02,4.8,Cash,2023-06,2023,Friday
TX00832,4100,Loafers,183.0,2023-09-23,4.1,Credit Card,2023-09,2023,Saturday
TX00833,4075,Dress,104.0,2022-12-26,2.6,Credit Card,2022-12,2022,Monday
TX00834,4014,Loafers,29.0,2023-07-24,4.3,Cash,2023-07,2023,Monday
TX00835,3963,Bowtie,145.0,2022-11-27,,Cash,2022-11,2022,Sunday
TX00836,3957,Coat,90.0,2022-10-07,2.1,Credit Card,2022-10,2022,Friday
TX00837,3996,Umbrella,73.0,2023-06-23,1.5,Cash,2023-06,2023,Friday
TX00838,4024,Tunic,16.0,2023-03-08,4.8,Cash,2023-03,2023,Wednesday
TX00839,4033,Flannel Shirt,137.0,2023-03-22,2.8,Cash,2023-03,2023,Wednesday
TX00840,4120,Gloves,153.0,2022-10-22,4.0,Cash,2022-10,2022,Saturday
TX00841,4077,Jacket,190.0,2023-05-22,2.2,Credit Card,2023-05,2023,Monday
TX00842,3988,Swimsuit,166.0,2023-08-30,3.5,Credit Card,2023-08,2023,Wednesday
TX00843,4030,Blouse,135.0,2023-07-16,3.6,Cash,2023-07,2023,Sunday
TX00844,4063,Trench Coat,44.0,2023-04-17,1.5,Credit Card,2023-04,2023,Monday
TX00845,4002,Raincoat,125.0,2022-10-12,2.8,Credit Card,2022-10,2022,Wednesday
TX00846,4122,Belt,32.0,2023-01-30,4.6,Cash,2023-01,2023,Monday
TX00847,4019,Kimono,91.0,2023-04-06,2.1,Cash,2023-04,2023,Thursday
TX00848,3964,Pajamas,191.0,2023-04-30,2.5,Credit Card,2023-04,2023,Sunday
TX00849,4027,Swimsuit,86.0,2022-10-19,3.3,Cash,2022-10,2022,Wednesday
TX00850,4083,Shorts,192.0,2023-03-23,3.8,Cash,2023-03,2023,Thursday
TX00851,3974,Trousers,189.0,2022-10-20,4.0,Cash,2022-10,2022,Thursday
TX00852,4110,Umbrella,102.0,2023-01-26,1.4,Credit Card,2023-01,2023,Thursday
TX00853,4049,Boots,41.0,2023-09-28,3.4,Cash,2023-09,2023,Thursday
TX00854,4105,Polo Shirt,45.0,2023-02-05,2.5,Cash,2023-02,2023,Sunday
TX00855,4080,Jumpsuit,136.0,2023-05-17,3.7,Cash,2023-05,2023,Wednesday
TX00856,4068,Cardigan,104.0,2023-05-07,3.6,Credit Card,2023-05,2023,Sunday
TX00857,4023,Blazer,151.0,2023-08-01,2.1,Credit Card,2023-08,2023,Tuesday
TX00858,4078,Cardigan,26.0,2023-02-04,3.0,Credit Card,2023-02,2023,Saturday
TX00859,3987,Sandals,193.0,2023-01-18,4.3,Credit Card,2023-01,2023,Wednesday
TX00860,4052,Scarf,144.0,2022-10-15,1.3,Cash,2022-10,2022,Saturday
TX00861,4088,T-shirt,114.0,2023-04-22,4.2,Credit Card,2023-04,2023,Saturday
TX00862,4104,Poncho,28.0,2023-06-06,3.0,Credit Card,2023-06,2023,Tuesday
TX00863,4023,Sunglasses,28.0,2023-05-15,4.1,Credit Card,2023-05,2023,Monday
TX00864,3998,Vest,184.0,2023-09-07,3.2,Cash,2023-09,2023,Thursday
TX00865,4105,Scarf,42.0,2023-01-18,2.5,Credit Card,2023-01,2023,Wednesday
TX00866,3971,Blazer,151.0,2022-10-13,4.7,Credit Card,2022-10,2022,Thursday
TX00867,3994,Backpack,56.0,2023-04-27,3.4,Cash,2023-04,2023,Thursday
TX00868,4038,Trench Coat,43.0,2023-05-31,4.2,Cash,2023-05,2023,Wednesday
TX00869,4075,Dress,24.0,2023-09-25,3.3,Credit Card,2023-09,2023,Monday
TX00870,3991,Overalls,142.0,2022-12-02,4.1,Credit Card,2022-12,2022,Friday
TX00871,3970,Sweater,191.0,2023-01-03,4.0,Cash,2023-01,2023,Tuesday
TX00872,4026,Raincoat,142.0,2023-01-03,4.2,Credit Card,2023-01,2023,Tuesday
TX00873,4049,T-shirt,30.0,2023-05-05,3.3,Credit Card,2023-05,2023,Friday
TX00874,4064,Flip-Flops,172.0,2023-04-30,4.8,Credit Card,2023-04,2023,Sunday
TX00875,4119,Overalls,80.0,2023-06-02,3.5,Cash,2023-06,2023,Friday
TX00876,3969,Blazer,146.0,2023-08-26,,Cash,2023-08,2023,Saturday
TX00877,4031,Skirt,161.0,2022-11-12,1.4,Credit Card,2022-11,2022,Saturday
TX00878,4092,T-shirt,49.0,2023-08-12,4.2,Credit Card,2023-08,2023,Saturday
TX00879,3976,Camisole,164.0,2023-06-21,4.3,Credit Card,2023-06,2023,Wednesday
TX00880,4088,Hat,154.0,2023-05-21,4.9,Cash,2023-05,2023,Sunday
TX00881,4117,Raincoat,30.0,2023-08-29,,Credit Card,2023-08,2023,Tuesday
TX00882,3981,Skirt,157.0,2023-05-10,4.2,Cash,2023-05,2023,Wednesday
TX00883,4110,Belt,63.0,2023-03-19,4.1,Credit Card,2023-03,2023,Sunday
TX00884,3999,Kimono,116.0,2023-01-21,2.3,Cash,2023-01,2023,Saturday
TX00885,4096,Socks,17.0,2023-06-16,2.4,Credit Card,2023-06,2023,Friday
TX00886,4039,Hoodie,170.0,2023-03-19,4.4,Credit Card,2023-03,2023,Sunday
TX00887,4037,Flannel Shirt,174.0,2023-09-13,2.3,Credit Card,2023-09,2023,Wednesday
TX00888,4034,Trench Coat,133.0,2023-08-04,4.0,Credit Card,2023-08,2023,Friday
TX00889,4026,Pants,185.0,2022-10-25,1.9,Credit Card,2022-10,2022,Tuesday
TX00890,4049,Tie,126.0,2023-04-18,1.4,Cash,2023-04,2023,Tuesday
TX00891,4105,T-shirt,133.0,2023-07-22,2.5,Credit Card,2023-07,2023,Saturday
TX00892,4047,Pants,97.0,2023-05-02,3.8,Cash,2023-05,2023,Tuesday
TX00893,3993,Jumpsuit,90.0,2023-01-14,4.2,Credit Card,2023-01,2023,Saturday
TX00894,3960,Wallet,91.0,2023-03-06,4.0,Credit Card,2023-03,2023,Monday
TX00895,3992,Sandals,98.0,2023-09-15,2.3,Credit Card,2023-09,2023,Friday
TX00896,4089,Gloves,43.0,2022-12-27,3.3,Cash,2022-12,2022,Tuesday
TX00897,4029,Onesie,141.0,2023-09-23,3.8,Credit Card,2023-09,2023,Saturday
TX00898,4052,Vest,91.0,2023-06-22,4.0,Cash,2023-06,2023,Thursday
TX00899,4081,Swimsuit,41.0,2023-09-22,2.6,Credit Card,2023-09,2023,Friday
TX00900,4062,Blazer,73.0,2023-08-14,1.8,Cash,2023-08,2023,Monday
TX00901,3983,Hat,167.0,2023-04-24,2.1,Credit Card,2023-04,2023,Monday
TX00902,4012,Polo Shirt,50.0,2022-10-14,3.1,Credit Card,2022-10,2022,Friday
TX00903,3996,Sneakers,157.0,2023-03-12,4.7,Credit Card,2023-03,2023,Sunday
TX00904,4085,Skirt,58.0,2023-08-24,4.8,Credit Card,2023-08,2023,Thursday
TX00905,4013,Bowtie,137.0,2023-03-16,4.5,Cash,2023-03,2023,Thursday
TX00906,4005,Wallet,129.0,2022-10-13,3.3,Credit Card,2022-10,2022,Thursday
TX00907,4100,Bowtie,88.0,2023-09-10,,Credit Card,2023-09,2023,Sunday
TX00908,4114,Coat,33.0,2023-08-24,2.8,Credit Card,2023-08,2023,Thursday
TX00909,4091,Blouse,139.0,2023-03-05,,Credit Card,2023-03,2023,Sunday
TX00910,4093,Raincoat,71.0,2023-07-21,3.7,Cash,2023-07,2023,Friday
TX00911,4098,Poncho,100.0,2022-12-11,3.0,Cash,2022-12,2022,Sunday
TX00912,4063,T-shirt,162.0,2022-12-01,1.9,Credit Card,2022-12,2022,Thursday
TX00913,4074,Raincoat,177.0,2023-09-22,1.9,Cash,2023-09,2023,Friday
TX00914,3976,Romper,83.0,2023-05-23,,Credit Card,2023-05,2023,Tuesday
TX00915,3986,Socks,37.0,2022-11-01,1.1,Credit Card,2022-11,2022,Tuesday
TX00916,3990,Shorts,77.0,2023-02-13,4.4,Credit Card,2023-02,2023,Monday
TX00917,3961,Socks,113.0,2023-08-29,3.2,Cash,2023-08,2023,Tuesday
TX00918,4079,Cardigan,112.0,2023-07-16,2.6,Cash,2023-07,2023,Sunday
TX00919,4036,Blouse,102.0,2023-09-25,4.6,Cash,2023-09,2023,Monday
TX00920,4049,Vest,28.0,2022-11-10,4.0,Credit Card,2022-11,2022,Thursday
TX00921,3992,Tie,125.0,2023-07-08,4.9,Cash,2023-07,2023,Saturday
TX00922,4070,Poncho,81.0,2023-04-25,2.1,Cash,2023-04,2023,Tuesday
TX00923,4109,Trousers,169.0,2023-09-16,4.6,Credit Card,2023-09,2023,Saturday
TX00924,4090,Dress,40.0,2023-05-16,2.3,Credit Card,2023-05,2023,Tuesday
TX00925,4034,Socks,96.0,2023-04-20,2.0,Credit Card,2023-04,2023,Thursday
TX00926,3964,Onesie,103.0,2023-01-15,1.5,Cash,2023-01,2023,Sunday
TX00927,3987,Wallet,60.0,2023-01-05,4.1,Cash,2023-01,2023,Thursday
TX00928,4013,Sneakers,112.0,2022-11-02,2.9,Credit Card,2022-11,2022,Wednesday
TX00929,3989,Shorts,21.0,2022-11-06,4.2,Credit Card,2022-11,2022,Sunday
TX00930,4015,Kimono,131.0,2022-12-24,3.6,Cash,2022-12,2022,Saturday
TX00931,4035,Sun Hat,48.0,2023-07-24,4.9,Credit Card,2023-07,2023,Monday
TX00932,3989,Kimono,141.0,2023-09-13,3.3,Credit Card,2023-09,2023,Wednesday
TX00933,3990,Romper,91.0,2023-06-01,3.0,Cash,2023-06,2023,Thursday
TX00934,4065,Leggings,199.0,2023-07-26,3.2,Credit Card,2023-07,2023,Wednesday
TX00935,3985,Tunic,161.0,2023-07-26,1.2,Cash,2023-07,2023,Wednesday
TX00936,3976,Tunic,140.0,2022-12-31,4.5,Credit Card,2022-12,2022,Saturday
TX00937,3961,Jumpsuit,191.0,2023-06-19,3.7,Cash,2023-06,2023,Monday
TX00938,4080,Vest,131.0,2023-08-13,,Credit Card,2023-08,2023,Sunday
TX00939,4067,Trench Coat,104.0,2022-11-12,3.3,Credit Card,2022-11,2022,Saturday
TX00940,3967,Camisole,38.0,2023-09-11,3.9,Credit Card,2023-09,2023,Monday
TX00941,4007,Poncho,159.0,2023-07-19,3.0,Cash,2023-07,2023,Wednesday
TX00942,3984,Pajamas,195.0,2023-07-03,4.8,Cash,2023-07,2023,Monday
TX00943,3965,Blouse,171.0,2022-12-22,1.9,Cash,2022-12,2022,Thursday
TX00944,4108,Skirt,177.0,2022-12-02,2.3,Cash,2022-12,2022,Friday
TX00945,3972,Jeans,158.0,2023-07-16,4.5,Cash,2023-07,2023,Sunday
TX00946,4077,Blouse,194.0,2022-12-19,1.6,Credit Card,2022-12,2022,Monday
TX00947,4021,Raincoat,144.0,2023-09-26,1.0,Cash,2023-09,2023,Tuesday
TX00948,3968,Trench Coat,168.0,2023-03-16,3.8,Cash,2023-03,2023,Thursday
TX00949,3973,T-shirt,107.0,2023-01-14,1.5,Credit Card,2023-01,2023,Saturday
TX00950,3959,Umbrella,18.0,2023-05-27,3.9,Credit Card,2023-05,2023,Saturday
TX00951,3981,Boots,189.0,2022-11-17,2.0,Credit Card,2022-11,2022,Thursday
TX00952,4009,Trousers,48.0,2023-07-02,3.0,Credit Card,2023-07,2023,Sunday
TX00953,4107,Belt,62.0,2023-05-06,1.4,Credit Card,2023-05,2023,Saturday
TX00954,4008,Loafers,166.0,2023-03-08,3.3,Credit Card,2023-03,2023,Wednesday
TX00955,4004,Poncho,198.0,2023-08-10,2.5,Cash,2023-08,2023,Thursday
TX00956,4046,T-shirt,190.0,2023-02-13,3.8,Cash,2023-02,2023,Monday
TX00957,3980,Onesie,93.0,2023-04-27,,Cash,2023-04,2023,Thursday
TX00958,3994,Cardigan,132.0,2023-07-29,3.8,Credit Card,2023-07,2023,Saturday
